"path","current_gitignore_status","current_rbuildignore_status","proposed_destination","destination_gitignore_status","destination_rbuildignore_status","tracked_file_risk","package_build_risk","decision","notes"
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/example-block.rds","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/example-block.rds","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/first-finite-cell.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/first-finite-cell.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/latitude.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/latitude.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/longitude.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/longitude.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/memory-summary.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/memory-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/object-components.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/object-components.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/time.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/time.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variable-summary.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variable-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variables.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variables.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-dimensions.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-dimensions.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-variables.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-variables.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/ocean-cube-summary.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/log/ocean-cube-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-cases.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-cases.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-functions.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-functions.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-summary.csv","ignored","excluded","artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/function-centrality.csv","ignored","excluded","artifacts/maintainer-map/stage-00/function-centrality.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/function-dependencies.csv","ignored","excluded","artifacts/maintainer-map/stage-00/function-dependencies.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/function-source-map.csv","ignored","excluded","artifacts/maintainer-map/stage-00/function-source-map.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/internal-functions.csv","ignored","excluded","artifacts/maintainer-map/stage-00/internal-functions.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/package-summary.csv","ignored","excluded","artifacts/maintainer-map/stage-00/package-summary.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/public-api.csv","ignored","excluded","artifacts/maintainer-map/stage-00/public-api.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/r-files.csv","ignored","excluded","artifacts/maintainer-map/stage-00/r-files.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-00/s3-methods.csv","ignored","excluded","artifacts/maintainer-map/stage-00/s3-methods.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callees.csv","ignored","excluded","artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callees.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callers.csv","ignored","excluded","artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callers.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/references.csv","ignored","excluded","artifacts/maintainer-map/stage-01/functions/ocean_cube/references.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/subgraph-edges.csv","ignored","excluded","artifacts/maintainer-map/stage-01/functions/ocean_cube/subgraph-edges.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"artifacts/maintainer-map/stage-01/study-plan.csv","ignored","excluded","artifacts/maintainer-map/stage-01/study-plan.csv","ignored","excluded","no tracked-file risk","low","compatible","Current no-action or proposed mapping does not expose required content."
"auxdata/layer_sp.Rdata","tracked-not-ignored","excluded","external-archive/oceancube-legacy/layer_sp.Rdata","not-applicable","not-applicable","none until action is approved","low","review","Recheck ignore/build rules at execution time."
"auxdata/PER_ADM0.RData","tracked-not-ignored","excluded","external-archive/oceancube-legacy/PER_ADM0.RData","not-applicable","not-applicable","none until action is approved","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/bootstrap-toc/1.0.1/bootstrap-toc.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/clipboard.js/2.0.11/clipboard.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0/headroom.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0/jQuery.headroom.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/autocomplete.jquery.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/fuse.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/mark.min.js","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
"artifacts/h24-final/cache/R/sass/239dca29cf53d3dbd4cb157aefcb5b9e","ignored","excluded","","not-applicable","not-applicable","no tracked-file risk","low","review","Recheck ignore/build rules at execution time."
