"current_path","proposed_path","action","reason","source_of_truth_after_move","references_to_update","git_operation_proposed","commit_batch","rollback_command","approved_now","human_decision","notes"
"artifacts/h26-consolidation/handbook-library/oceancube/Meta/vignette.rds","artifacts/h26-consolidation/handbook-library/oceancube/Meta/vignette.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/aliases.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/aliases.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/paths.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/help/paths.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/features.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/features.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/hsearch.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/links.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/links.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/nsInfo.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/package.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/package.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/Rd.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/Rd.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/vignette.rds","artifacts/h26-consolidation/main-check/oceancube.Rcheck/oceancube/Meta/vignette.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cin/processed/copernicus-peru-phy-20200101-20200107.rds","artifacts/maintainer-case/copernicus-peru-phy/cin/processed/copernicus-peru-phy-20200101-20200107.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cin/raw/copernicus-peru-phy-20200101-20200107.nc","artifacts/maintainer-case/copernicus-peru-phy/cin/raw/copernicus-peru-phy-20200101-20200107.nc","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/audit-summary.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/audit-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/coordinate-summary.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/coordinate-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/cube-shape.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/cube-shape.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth-coverage.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth-coverage.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/depth.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/dimname-checks.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/dimname-checks.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/example-block.rds","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/example-block.rds","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/first-finite-cell.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/first-finite-cell.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/latitude.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/latitude.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/longitude.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/longitude.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/memory-summary.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/memory-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/object-components.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/object-components.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/time.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/time.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variable-summary.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variable-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variables.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/audit/variables.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-dimensions.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-dimensions.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-variables.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/log/netcdf-variables.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/log/ocean-cube-summary.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/log/ocean-cube-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-cases.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-cases.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-functions.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-functions.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-summary.csv","artifacts/maintainer-case/copernicus-peru-phy/cout/validation/validation-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/function-centrality.csv","artifacts/maintainer-map/stage-00/function-centrality.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/function-dependencies.csv","artifacts/maintainer-map/stage-00/function-dependencies.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/function-source-map.csv","artifacts/maintainer-map/stage-00/function-source-map.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/internal-functions.csv","artifacts/maintainer-map/stage-00/internal-functions.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/package-summary.csv","artifacts/maintainer-map/stage-00/package-summary.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/public-api.csv","artifacts/maintainer-map/stage-00/public-api.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/r-files.csv","artifacts/maintainer-map/stage-00/r-files.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-00/s3-methods.csv","artifacts/maintainer-map/stage-00/s3-methods.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callees.csv","artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callees.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callers.csv","artifacts/maintainer-map/stage-01/functions/ocean_cube/direct-callers.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/references.csv","artifacts/maintainer-map/stage-01/functions/ocean_cube/references.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-01/functions/ocean_cube/subgraph-edges.csv","artifacts/maintainer-map/stage-01/functions/ocean_cube/subgraph-edges.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"artifacts/maintainer-map/stage-01/study-plan.csv","artifacts/maintainer-map/stage-01/study-plan.csv","leave-local","Operational or generated ignored file remains at its local path.","external upstream input or generating script","","none","B00-no-action-operational","none",FALSE,"accept no-action classification","Ignored operational files must not be moved with Git."
"auxdata/layer_sp.Rdata","external-archive/oceancube-legacy/layer_sp.Rdata","review","Destination and provenance are not yet approved.","human-approved archive plus provenance manifest","","none","B05-example-and-fixture-review","none",FALSE,"approve destination and exact path action","Preserve until checksum, provenance, license, owner and destination retention policy are approved."
"auxdata/PER_ADM0.RData","external-archive/oceancube-legacy/PER_ADM0.RData","review","Destination and provenance are not yet approved.","human-approved archive plus provenance manifest","","none","B05-example-and-fixture-review","none",FALSE,"approve destination and exact path action","Preserve until checksum, provenance, license, owner and destination retention policy are approved."
"artifacts/h24-final/cache/R/pkgdown/bootstrap-toc/1.0.1/bootstrap-toc.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/pkgdown/clipboard.js/2.0.11/clipboard.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0/headroom.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/pkgdown/headroom/0.11.0/jQuery.headroom.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/autocomplete.jquery.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/fuse.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/pkgdown/search/1.0.0/mark.min.js","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
"artifacts/h24-final/cache/R/sass/239dca29cf53d3dbd4cb157aefcb5b9e","","remove-after-approval","Reproducible generated cache; exact deletion remains subject to a new approval.","canonical package sources and reproducible pkgdown/sass dependency cache","docs/roadmap/audit-0.2.0/01-file-inventory.csv; docs/roadmap/audit-0.2.0/08-artifact-audit.csv; docs/roadmap/decision-0.2.0/08-file-cleanup-decisions.csv","delete-after-approval","B06-remove-candidate-review","regenerate cache from canonical package and site sources",FALSE,"approve or reject exact cache removal","Do not delete in this phase. A later prompt must list exact paths and recheck existence and references."
