"path","tracked","untracked","ignored","exists","size_bytes","category","generated","operational","required_for_package","required_for_tests","required_for_documentation","previous_decision","verified_decision","evidence","notes"
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/backend-memory.R",FALSE,FALSE,TRUE,TRUE,13568,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/backend-netcdf.R",FALSE,FALSE,TRUE,TRUE,47164,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/clim_day.R",FALSE,FALSE,TRUE,TRUE,4446,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/clim_month.R",FALSE,FALSE,TRUE,TRUE,1956,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cm_setup.R",FALSE,FALSE,TRUE,TRUE,2382,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/coast_dist.R",FALSE,FALSE,TRUE,TRUE,1281,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_collect.R",FALSE,FALSE,TRUE,TRUE,2903,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_crop.R",FALSE,FALSE,TRUE,TRUE,14813,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_extract.R",FALSE,FALSE,TRUE,TRUE,16455,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_grid_geometry.R",FALSE,FALSE,TRUE,TRUE,14742,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_mask.R",FALSE,FALSE,TRUE,TRUE,19063,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_polygon_weights.R",FALSE,FALSE,TRUE,TRUE,11525,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_slice.R",FALSE,FALSE,TRUE,TRUE,19400,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_transect.R",FALSE,FALSE,TRUE,TRUE,19588,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/download_nc.R",FALSE,FALSE,TRUE,TRUE,3417,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/layer_mean.R",FALSE,FALSE,TRUE,TRUE,2025,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/link_events.R",FALSE,FALSE,TRUE,TRUE,5403,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/ocean_cube.R",FALSE,FALSE,TRUE,TRUE,7861,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/read_nc.R",FALSE,FALSE,TRUE,TRUE,4002,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/stock_mask.R",FALSE,FALSE,TRUE,TRUE,3301,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/to_month.R",FALSE,FALSE,TRUE,TRUE,1174,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/utils-internal.R",FALSE,FALSE,TRUE,TRUE,12752,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/README.md",FALSE,FALSE,TRUE,TRUE,3922,"operational-output",TRUE,TRUE,FALSE,FALSE,TRUE,"ignore","retain","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/README.Rmd",FALSE,FALSE,TRUE,TRUE,3953,"operational-output",TRUE,TRUE,FALSE,FALSE,TRUE,"ignore","retain","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat.R",FALSE,FALSE,TRUE,TRUE,62,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-architecture.R",FALSE,FALSE,TRUE,TRUE,2086,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-baseline-cube.R",FALSE,FALSE,TRUE,TRUE,1544,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-geometry.R",FALSE,FALSE,TRUE,TRUE,502,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-netcdf-backend.R",FALSE,FALSE,TRUE,TRUE,8204,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-memory.R",FALSE,FALSE,TRUE,TRUE,10966,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-netcdf-descriptor.R",FALSE,FALSE,TRUE,TRUE,18223,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-netcdf-noncontiguous.R",FALSE,FALSE,TRUE,TRUE,10764,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-netcdf-read-block.R",FALSE,FALSE,TRUE,TRUE,17998,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-clim-anom.R",FALSE,FALSE,TRUE,TRUE,1091,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-collect.R",FALSE,FALSE,TRUE,TRUE,7458,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-crop.R",FALSE,FALSE,TRUE,TRUE,23828,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-extract.R",FALSE,FALSE,TRUE,TRUE,29027,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-grid-geometry.R",FALSE,FALSE,TRUE,TRUE,8641,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-mask.R",FALSE,FALSE,TRUE,TRUE,11117,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-polygon-weights.R",FALSE,FALSE,TRUE,TRUE,12292,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-slice.R",FALSE,FALSE,TRUE,TRUE,22898,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-transect.R",FALSE,FALSE,TRUE,TRUE,10124,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-daily-link.R",FALSE,FALSE,TRUE,TRUE,1500,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-layer-time-mask.R",FALSE,FALSE,TRUE,TRUE,1451,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-no-direct-data-access.R",FALSE,FALSE,TRUE,TRUE,1912,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-ocean-cube-baseline.R",FALSE,FALSE,TRUE,TRUE,3603,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-ocean-cube-contract.R",FALSE,FALSE,TRUE,TRUE,10419,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-ocean-cube.R",FALSE,FALSE,TRUE,TRUE,836,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-package-boundary-spatind.R",FALSE,FALSE,TRUE,TRUE,1584,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-read-nc-baseline.R",FALSE,FALSE,TRUE,TRUE,3478,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-coast-dist-backend.R",FALSE,FALSE,TRUE,TRUE,9486,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-layer-annual-backend.R",FALSE,FALSE,TRUE,TRUE,10782,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-link-events-backend.R",FALSE,FALSE,TRUE,TRUE,17309,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-temporal-backend.R",FALSE,FALSE,TRUE,TRUE,11299,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-release-contract.R",FALSE,FALSE,TRUE,TRUE,4608,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-scientific-baseline.R",FALSE,FALSE,TRUE,TRUE,4598,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/get-started.Rmd",FALSE,FALSE,TRUE,TRUE,737,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/oceancube-architecture.Rmd",FALSE,FALSE,TRUE,TRUE,2553,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/oceancube-geometry-weights.Rmd",FALSE,FALSE,TRUE,TRUE,2215,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/oceancube-introduction.Rmd",FALSE,FALSE,TRUE,TRUE,3404,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00check.log",FALSE,FALSE,TRUE,TRUE,2780,"log",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: log; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/00install.out",FALSE,FALSE,TRUE,TRUE,475,"log",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: log; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube-Ex.pdf",FALSE,FALSE,TRUE,TRUE,3611,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube-Ex.R",FALSE,FALSE,TRUE,TRUE,5011,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube-Ex.Rout",FALSE,FALSE,TRUE,TRUE,9911,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/architecture/oceancube-spatind-boundary.md",FALSE,FALSE,TRUE,TRUE,5299,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/CITATION",FALSE,FALSE,TRUE,TRUE,116,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/DESCRIPTION",FALSE,FALSE,TRUE,TRUE,1238,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/get-started.html",FALSE,FALSE,TRUE,TRUE,11230,"rendered-document",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: rendered-document; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/get-started.R",FALSE,FALSE,TRUE,TRUE,341,"operational-output",TRUE,TRUE,FALSE,FALSE,FALSE,"ignore","leave-local","git ls-files: not tracked; not in non-ignored untracked inventory; git ignored inventory: ignored; filesystem: exists; category: operational-output; generated-path/type evidence; operational location/type evidence","Local operational file: do not use git mv."
