"path","tracked","ignored","category","required_for_package","required_for_tests","required_for_documentation","generated","reproducible","contains_operational_data","contains_local_path","duplicate_group","decision","destination","deletion_requires_approval","evidence","notes"
"artifacts/h24-preversion/library/oceancube/help/paths.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type does not establish generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/html/00Index.html",FALSE,TRUE,"rendered HTML",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as rendered HTML; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/html/R.css",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/INDEX",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/LICENSE",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/Meta/features.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/Meta/hsearch.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/Meta/links.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/Meta/nsInfo.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/Meta/package.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/Meta/Rd.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/Meta/vignette.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type indicates generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/library/oceancube/NAMESPACE",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/NEWS.md",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/R/oceancube",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/R/oceancube.rdb",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/library/oceancube/R/oceancube.rdx",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/build/vignette.rds",FALSE,TRUE,"RDS",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","relocate-later","approved external data store or minimal test fixture; preserve until checksum and provenance are recorded",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as RDS; path/type does not establish generated output; data extension/location may contain operational data","No move or merge is authorized by this decision document alone."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/CODE_OF_CONDUCT.md",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/CONTRIBUTING.md",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/DESCRIPTION",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/architecture/oceancube-spatind-boundary.md",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/CITATION",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/get-started.html",FALSE,TRUE,"rendered HTML",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as rendered HTML; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/get-started.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/get-started.Rmd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-architecture.html",FALSE,TRUE,"rendered HTML",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as rendered HTML; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-architecture.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-architecture.Rmd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-geometry-weights.html",FALSE,TRUE,"rendered HTML",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as rendered HTML; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-geometry-weights.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-geometry-weights.Rmd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-introduction.html",FALSE,TRUE,"rendered HTML",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as rendered HTML; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-introduction.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/doc/oceancube-introduction.Rmd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/backend_memory.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/backend_netcdf_descriptor.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/backend_netcdf_read_block.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/baseline_ocean_cube.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/cube_crop.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/cube_extract.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/cube_geometry_weights.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/cube_mask.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/cube_slice.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/cube_transect.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/noncontiguous_collect.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/ocean_cube_contract.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/refactor_coast_dist_backend.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/refactor_layer_annual_backend.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/refactor_link_events_backend.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/inst/examples/refactor_temporal_backend.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/LICENSE",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/annual_index.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/anom_diff.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/anom_z.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/clim_day.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/clim_month.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cm_connect.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cm_setup.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/coast_dist.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/crop_stock.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_cell_area.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_cell_volume.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_collect.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_crop.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_extract.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_layer_thickness.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_mask.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_polygon_weights.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_slice.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/cube_transect.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/download_nc.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/layer_mean.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/link_events.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/ocean_cube.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/read_nc.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/signal_noise.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/stock_mask.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/man/to_month.Rd",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/NAMESPACE",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/NEWS.md",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/annual_index.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/anom_diff.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/backend-index.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/backend-memory.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/backend-netcdf.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/clim_day.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/clim_month.R",FALSE,TRUE,"artifacts",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"","ignore","",FALSE,"git ls-files: not tracked; matched current ignore rules; classified as artifacts; path/type indicates generated output",""
