"path","tracked","ignored","generated","reproducible","required_for_package","required_for_tests","contains_local_path","contains_credentials","contains_large_data","recommended_action","evidence","notes"
"artifacts/h24-final/source/oceancube.Rproj",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=320","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/annual_index.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2148","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/anom_diff.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4308","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/backend-index.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4541","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/backend-memory.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=13568","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/backend-netcdf.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=47164","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/clim_day.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4446","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/clim_month.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1956","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cm_setup.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2382","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/coast_dist.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1281","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_collect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2903","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_crop.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=14813","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_extract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=16455","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_grid_geometry.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=14742","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=19063","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_polygon_weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=11525","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_slice.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=19400","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/cube_transect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=19588","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/download_nc.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3417","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/layer_mean.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2025","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/link_events.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=5403","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/ocean_cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7861","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/read_nc.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4002","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/stock_mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3301","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/to_month.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1174","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/R/utils-internal.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=12752","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/README.md",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=documentation; size_bytes=3922","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/README.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=documentation; size_bytes=3953","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=62","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/helper-architecture.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2086","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/helper-baseline-cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1544","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/helper-geometry.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=502","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/helper-netcdf-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=8204","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-backend-memory.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10966","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-backend-netcdf-descriptor.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=18223","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-backend-netcdf-noncontiguous.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10764","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-backend-netcdf-read-block.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=17998","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-clim-anom.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1091","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-collect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7458","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-crop.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=23828","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-extract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=29027","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-grid-geometry.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=8641","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=11117","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-polygon-weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=12292","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-slice.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=22898","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-cube-transect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10124","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-daily-link.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1500","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-layer-time-mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1451","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-no-direct-data-access.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1912","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-ocean-cube-baseline.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3603","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-ocean-cube-contract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10419","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-ocean-cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=836","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-package-boundary-spatind.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1584","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-read-nc-baseline.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3478","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-refactor-coast-dist-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=9486","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-refactor-layer-annual-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=10782","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-refactor-link-events-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=17309","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-refactor-temporal-backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=11299","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-release-contract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4608","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/tests/testthat/test-scientific-baseline.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4598","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/vignettes/get-started.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=737","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/vignettes/oceancube-architecture.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2553","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/vignettes/oceancube-geometry-weights.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2215","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-final/source/vignettes/oceancube-introduction.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3404","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/architecture/oceancube-spatind-boundary.md",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=5299","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/CITATION",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=metadata; size_bytes=116","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/DESCRIPTION",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=metadata; size_bytes=1238","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/get-started.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=11230","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/get-started.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=341","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/get-started.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=737","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/index.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=3354","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-architecture.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=13532","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-architecture.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=369","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-architecture.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2553","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-geometry-weights.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=23626","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-geometry-weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1279","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-geometry-weights.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=2215","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-introduction.html",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=website; size_bytes=24863","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-introduction.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=1818","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/doc/oceancube-introduction.Rmd",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3404","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/backend_memory.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3995","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/backend_netcdf_descriptor.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=5118","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/backend_netcdf_read_block.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=6763","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/baseline_ocean_cube.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3704","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/cube_crop.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=8540","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/cube_extract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7836","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/cube_geometry_weights.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4084","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/cube_mask.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=6852","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/cube_slice.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=6283","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/cube_transect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=7793","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/noncontiguous_collect.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3913","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/ocean_cube_contract.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4027","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/refactor_coast_dist_backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=4008","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
"artifacts/h24-preversion/library/oceancube/examples/refactor_layer_annual_backend.R",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"not-scanned","no filename evidence; content not exhaustively inspected",FALSE,"relocate","not tracked; ignored; type=artifact; size_bytes=3656","No credentials were printed. Relocate/review is a proposal, not a deletion decision."
