"topic","function_name","source_type","source_file","canonical_candidate","duplicate_group","current","roadmap_relevance","recommended_action","notes"
"_quarto","","handbook","handbook/_quarto.yml","handbook QMD/Rmd for extended user guidance","topic:_quarto",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"01-introduction","","handbook","handbook/01-introduction.qmd","handbook QMD/Rmd for extended user guidance","topic:01-introduction",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"02-mental-model","ocean_cube","handbook","handbook/02-mental-model.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"03-ocean-cube-object","cube_collect","handbook","handbook/03-ocean-cube-object.qmd","handbook QMD/Rmd for extended user guidance","function:cube_collect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"03-ocean-cube-object","ocean_cube","handbook","handbook/03-ocean-cube-object.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"04-data-access","cm_connect","handbook","handbook/04-data-access.qmd","handbook QMD/Rmd for extended user guidance","function:cm_connect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"04-data-access","cm_setup","handbook","handbook/04-data-access.qmd","handbook QMD/Rmd for extended user guidance","function:cm_setup",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"04-data-access","cube_collect","handbook","handbook/04-data-access.qmd","handbook QMD/Rmd for extended user guidance","function:cube_collect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"04-data-access","download_nc","handbook","handbook/04-data-access.qmd","handbook QMD/Rmd for extended user guidance","function:download_nc",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"04-data-access","read_nc","handbook","handbook/04-data-access.qmd","handbook QMD/Rmd for extended user guidance","function:read_nc",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"05-selection-extraction","cube_crop","handbook","handbook/05-selection-extraction.qmd","handbook QMD/Rmd for extended user guidance","function:cube_crop",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"05-selection-extraction","cube_extract","handbook","handbook/05-selection-extraction.qmd","handbook QMD/Rmd for extended user guidance","function:cube_extract",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"05-selection-extraction","cube_slice","handbook","handbook/05-selection-extraction.qmd","handbook QMD/Rmd for extended user guidance","function:cube_slice",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"05-selection-extraction","cube_transect","handbook","handbook/05-selection-extraction.qmd","handbook QMD/Rmd for extended user guidance","function:cube_transect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"05-selection-extraction","link_events","handbook","handbook/05-selection-extraction.qmd","handbook QMD/Rmd for extended user guidance","function:link_events",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"06-masks","coast_dist","handbook","handbook/06-masks.qmd","handbook QMD/Rmd for extended user guidance","function:coast_dist",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"06-masks","crop_stock","handbook","handbook/06-masks.qmd","handbook QMD/Rmd for extended user guidance","function:crop_stock",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"06-masks","cube_crop","handbook","handbook/06-masks.qmd","handbook QMD/Rmd for extended user guidance","function:cube_crop",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"06-masks","cube_mask","handbook","handbook/06-masks.qmd","handbook QMD/Rmd for extended user guidance","function:cube_mask",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"06-masks","cube_polygon_weights","handbook","handbook/06-masks.qmd","handbook QMD/Rmd for extended user guidance","function:cube_polygon_weights",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"06-masks","stock_mask","handbook","handbook/06-masks.qmd","handbook QMD/Rmd for extended user guidance","function:stock_mask",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","annual_index","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:annual_index",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","anom_diff","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","anom_z","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","clim_day","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","clim_month","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","layer_mean","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:layer_mean",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","signal_noise","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:signal_noise",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"07-temporal-climatology","to_month","handbook","handbook/07-temporal-climatology.qmd","handbook QMD/Rmd for extended user guidance","function:to_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"08-grid-geometry","cube_cell_area","handbook","handbook/08-grid-geometry.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_area",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"08-grid-geometry","cube_cell_volume","handbook","handbook/08-grid-geometry.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_volume",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"08-grid-geometry","cube_layer_thickness","handbook","handbook/08-grid-geometry.qmd","handbook QMD/Rmd for extended user guidance","function:cube_layer_thickness",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"08-grid-geometry","cube_polygon_weights","handbook","handbook/08-grid-geometry.qmd","handbook QMD/Rmd for extended user guidance","function:cube_polygon_weights",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","annual_index","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:annual_index",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","anom_diff","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","anom_z","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","clim_day","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","clim_month","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cm_connect","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cm_connect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cm_setup","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cm_setup",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","coast_dist","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:coast_dist",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","crop_stock","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:crop_stock",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_cell_area","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_area",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_cell_volume","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_volume",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_collect","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_collect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_crop","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_crop",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_extract","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_extract",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_layer_thickness","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_layer_thickness",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_mask","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_mask",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_polygon_weights","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_polygon_weights",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_slice","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_slice",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","cube_transect","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:cube_transect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","download_nc","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:download_nc",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","layer_mean","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:layer_mean",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","link_events","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:link_events",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","ocean_cube","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","read_nc","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:read_nc",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","signal_noise","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:signal_noise",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","stock_mask","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:stock_mask",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"09-function-reference","to_month","handbook","handbook/09-function-reference.qmd","handbook QMD/Rmd for extended user guidance","function:to_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","anom_diff","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","anom_z","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","clim_day","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","clim_month","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_cell_area","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_area",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_cell_volume","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_volume",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_collect","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_collect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_crop","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_crop",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_extract","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_extract",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_layer_thickness","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_layer_thickness",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_mask","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_mask",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_polygon_weights","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_polygon_weights",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_slice","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_slice",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","cube_transect","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:cube_transect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","download_nc","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:download_nc",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","link_events","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:link_events",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","ocean_cube","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"10-workflows","read_nc","handbook","handbook/10-workflows.qmd","handbook QMD/Rmd for extended user guidance","function:read_nc",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"11-spatind-boundary","","handbook","handbook/11-spatind-boundary.qmd","handbook QMD/Rmd for extended user guidance","topic:11-spatind-boundary",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"12-git-release-workflow","","handbook","handbook/12-git-release-workflow.qmd","handbook QMD/Rmd for extended user guidance","topic:12-git-release-workflow",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"13-troubleshooting","","handbook","handbook/13-troubleshooting.qmd","handbook QMD/Rmd for extended user guidance","topic:13-troubleshooting",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","anom_diff","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","anom_z","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","clim_day","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","clim_month","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_cell_area","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_area",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_cell_volume","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_volume",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_collect","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_collect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_crop","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_crop",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_extract","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_extract",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_layer_thickness","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_layer_thickness",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_mask","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_mask",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_polygon_weights","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_polygon_weights",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_slice","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_slice",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","cube_transect","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:cube_transect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","link_events","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:link_events",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","ocean_cube","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"14-cheat-sheet","read_nc","handbook","handbook/14-cheat-sheet.qmd","handbook QMD/Rmd for extended user guidance","function:read_nc",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"annual_index","annual_index","handbook","handbook/functions/annual_index.qmd","handbook QMD/Rmd for extended user guidance","function:annual_index",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"annual_index","ocean_cube","handbook","handbook/functions/annual_index.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"annual_index","to_month","handbook","handbook/functions/annual_index.qmd","handbook QMD/Rmd for extended user guidance","function:to_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_diff","anom_diff","handbook","handbook/functions/anom_diff.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_diff","clim_day","handbook","handbook/functions/anom_diff.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_diff","clim_month","handbook","handbook/functions/anom_diff.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_diff","ocean_cube","handbook","handbook/functions/anom_diff.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_z","anom_z","handbook","handbook/functions/anom_z.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_z","clim_day","handbook","handbook/functions/anom_z.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_z","clim_month","handbook","handbook/functions/anom_z.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_z","ocean_cube","handbook","handbook/functions/anom_z.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"anom_z","signal_noise","handbook","handbook/functions/anom_z.qmd","handbook QMD/Rmd for extended user guidance","function:signal_noise",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_day","anom_diff","handbook","handbook/functions/clim_day.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_day","anom_z","handbook","handbook/functions/clim_day.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_day","clim_day","handbook","handbook/functions/clim_day.qmd","handbook QMD/Rmd for extended user guidance","function:clim_day",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_day","ocean_cube","handbook","handbook/functions/clim_day.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_month","anom_diff","handbook","handbook/functions/clim_month.qmd","handbook QMD/Rmd for extended user guidance","function:anom_diff",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_month","anom_z","handbook","handbook/functions/clim_month.qmd","handbook QMD/Rmd for extended user guidance","function:anom_z",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_month","clim_month","handbook","handbook/functions/clim_month.qmd","handbook QMD/Rmd for extended user guidance","function:clim_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_month","ocean_cube","handbook","handbook/functions/clim_month.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"clim_month","to_month","handbook","handbook/functions/clim_month.qmd","handbook QMD/Rmd for extended user guidance","function:to_month",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cm_connect","cm_connect","handbook","handbook/functions/cm_connect.qmd","handbook QMD/Rmd for extended user guidance","function:cm_connect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cm_connect","cm_setup","handbook","handbook/functions/cm_connect.qmd","handbook QMD/Rmd for extended user guidance","function:cm_setup",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cm_connect","download_nc","handbook","handbook/functions/cm_connect.qmd","handbook QMD/Rmd for extended user guidance","function:download_nc",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"cm_setup","cm_connect","handbook","handbook/functions/cm_setup.qmd","handbook QMD/Rmd for extended user guidance","function:cm_connect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cm_setup","cm_setup","handbook","handbook/functions/cm_setup.qmd","handbook QMD/Rmd for extended user guidance","function:cm_setup",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"coast_dist","coast_dist","handbook","handbook/functions/coast_dist.qmd","handbook QMD/Rmd for extended user guidance","function:coast_dist",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"coast_dist","ocean_cube","handbook","handbook/functions/coast_dist.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"crop_stock","crop_stock","handbook","handbook/functions/crop_stock.qmd","handbook QMD/Rmd for extended user guidance","function:crop_stock",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"crop_stock","stock_mask","handbook","handbook/functions/crop_stock.qmd","handbook QMD/Rmd for extended user guidance","function:stock_mask",TRUE,"current 0.1.0 documentation","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_area","cube_cell_area","handbook","handbook/functions/cube_cell_area.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_area",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_area","cube_cell_volume","handbook","handbook/functions/cube_cell_area.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_volume",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_area","cube_polygon_weights","handbook","handbook/functions/cube_cell_area.qmd","handbook QMD/Rmd for extended user guidance","function:cube_polygon_weights",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_area","ocean_cube","handbook","handbook/functions/cube_cell_area.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_volume","cube_cell_area","handbook","handbook/functions/cube_cell_volume.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_area",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_volume","cube_cell_volume","handbook","handbook/functions/cube_cell_volume.qmd","handbook QMD/Rmd for extended user guidance","function:cube_cell_volume",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_volume","cube_layer_thickness","handbook","handbook/functions/cube_cell_volume.qmd","handbook QMD/Rmd for extended user guidance","function:cube_layer_thickness",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_cell_volume","ocean_cube","handbook","handbook/functions/cube_cell_volume.qmd","handbook QMD/Rmd for extended user guidance","function:ocean_cube",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_collect","cube_collect","handbook","handbook/functions/cube_collect.qmd","handbook QMD/Rmd for extended user guidance","function:cube_collect",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
"cube_collect","cube_crop","handbook","handbook/functions/cube_collect.qmd","handbook QMD/Rmd for extended user guidance","function:cube_crop",TRUE,"explicit proposed API","retain","Topic overlap is evidence for review, not permission to delete."
