"path","name","extension","directory","size_bytes","tracked","ignored","file_type","role","generated","source_of_truth","possible_duplicate","possible_obsolete","evidence","recommended_action","notes"
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_grid_geometry.R","cube_grid_geometry.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",14742,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_mask.R","cube_mask.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",19063,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_polygon_weights.R","cube_polygon_weights.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",11525,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_slice.R","cube_slice.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",19400,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/cube_transect.R","cube_transect.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",19588,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/download_nc.R","download_nc.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",3417,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/layer_mean.R","layer_mean.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",2025,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/link_events.R","link_events.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",5403,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/ocean_cube.R","ocean_cube.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",7861,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/read_nc.R","read_nc.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",4002,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/stock_mask.R","stock_mask.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",3301,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/to_month.R","to_month.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",1174,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R/utils-internal.R","utils-internal.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/R",12752,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/README.md","README.md",".md","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube",3922,FALSE,TRUE,"documentation","reference or planning documentation",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/README.Rmd","README.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube",3953,FALSE,TRUE,"documentation","reference or planning documentation",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat.R","testthat.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests",62,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-architecture.R","helper-architecture.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",2086,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-baseline-cube.R","helper-baseline-cube.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",1544,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-geometry.R","helper-geometry.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",502,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/helper-netcdf-backend.R","helper-netcdf-backend.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",8204,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-memory.R","test-backend-memory.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",10966,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-netcdf-descriptor.R","test-backend-netcdf-descriptor.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",18223,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-netcdf-noncontiguous.R","test-backend-netcdf-noncontiguous.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",10764,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-backend-netcdf-read-block.R","test-backend-netcdf-read-block.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",17998,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-clim-anom.R","test-clim-anom.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",1091,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-collect.R","test-cube-collect.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",7458,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-crop.R","test-cube-crop.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",23828,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-extract.R","test-cube-extract.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",29027,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-grid-geometry.R","test-cube-grid-geometry.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",8641,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-mask.R","test-cube-mask.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",11117,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-polygon-weights.R","test-cube-polygon-weights.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",12292,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-slice.R","test-cube-slice.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",22898,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-cube-transect.R","test-cube-transect.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",10124,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-daily-link.R","test-daily-link.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",1500,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-layer-time-mask.R","test-layer-time-mask.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",1451,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-no-direct-data-access.R","test-no-direct-data-access.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",1912,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-ocean-cube-baseline.R","test-ocean-cube-baseline.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",3603,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-ocean-cube-contract.R","test-ocean-cube-contract.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",10419,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-ocean-cube.R","test-ocean-cube.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",836,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-package-boundary-spatind.R","test-package-boundary-spatind.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",1584,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-read-nc-baseline.R","test-read-nc-baseline.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",3478,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-coast-dist-backend.R","test-refactor-coast-dist-backend.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",9486,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-layer-annual-backend.R","test-refactor-layer-annual-backend.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",10782,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-link-events-backend.R","test-refactor-link-events-backend.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",17309,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-refactor-temporal-backend.R","test-refactor-temporal-backend.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",11299,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-release-contract.R","test-release-contract.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",4608,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat/test-scientific-baseline.R","test-scientific-baseline.R",".R","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/tests/testthat",4598,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/get-started.Rmd","get-started.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes",737,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/oceancube-architecture.Rmd","oceancube-architecture.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes",2553,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/oceancube-geometry-weights.Rmd","oceancube-geometry-weights.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes",2215,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes/oceancube-introduction.Rmd","oceancube-introduction.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/00_pkg_src/oceancube/vignettes",3404,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00check.log","00check.log",".log","artifacts/h24-preversion/oceancube.Rcheck",2780,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/00install.out","00install.out",".out","artifacts/h24-preversion/oceancube.Rcheck",475,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube-Ex.pdf","oceancube-Ex.pdf",".pdf","artifacts/h24-preversion/oceancube.Rcheck",3611,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube-Ex.R","oceancube-Ex.R",".R","artifacts/h24-preversion/oceancube.Rcheck",5011,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube-Ex.Rout","oceancube-Ex.Rout",".Rout","artifacts/h24-preversion/oceancube.Rcheck",9911,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/architecture/oceancube-spatind-boundary.md","oceancube-spatind-boundary.md",".md","artifacts/h24-preversion/oceancube.Rcheck/oceancube/architecture",5299,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/CITATION","CITATION","","artifacts/h24-preversion/oceancube.Rcheck/oceancube",116,FALSE,TRUE,"metadata","package or release metadata",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/DESCRIPTION","DESCRIPTION","","artifacts/h24-preversion/oceancube.Rcheck/oceancube",1238,FALSE,TRUE,"metadata","package or release metadata",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/get-started.html","get-started.html",".html","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",11230,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/get-started.R","get-started.R",".R","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",341,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/get-started.Rmd","get-started.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",737,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/index.html","index.html",".html","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",3354,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/oceancube-architecture.html","oceancube-architecture.html",".html","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",13532,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/oceancube-architecture.R","oceancube-architecture.R",".R","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",369,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/oceancube-architecture.Rmd","oceancube-architecture.Rmd",".Rmd","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",2553,FALSE,TRUE,"artifact","development or certification artifact",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
"artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc/oceancube-geometry-weights.html","oceancube-geometry-weights.html",".html","artifacts/h24-preversion/oceancube.Rcheck/oceancube/doc",23626,FALSE,TRUE,"website","rendered website output",TRUE,"reproducible source should be identified before cleanup",FALSE,TRUE,"git ls-files: not tracked; git ignore rules: ignored; path/type indicates generated or development output","review","No deletion decision without human review."
